date,year,time_window,sector,energy_type,value_trillion_btu
1999-11-01,1999,1990-2007,commercial,wind,0
1999-12-01,1999,1990-2007,electric power,wind,1.72
1999-12-01,1999,1990-2007,industrial,wind,0
1999-12-01,1999,1990-2007,commercial,wind,0
2000-01-01,2000,1990-2007,commercial,wind,0
2000-01-01,2000,1990-2007,industrial,wind,0
2000-01-01,2000,1990-2007,electric power,wind,2.202
2000-02-01,2000,1990-2007,electric power,wind,2.409
2000-02-01,2000,1990-2007,industrial,wind,0
2000-02-01,2000,1990-2007,commercial,wind,0
2000-03-01,2000,1990-2007,electric power,wind,1.194
2000-03-01,2000,1990-2007,industrial,wind,0
2000-03-01,2000,1990-2007,commercial,wind,0
2000-04-01,2000,1990-2007,electric power,wind,1.126
2000-04-01,2000,1990-2007,industrial,wind,0
2000-04-01,2000,1990-2007,commercial,wind,0
2000-05-01,2000,1990-2007,electric power,wind,1.392
2000-05-01,2000,1990-2007,commercial,wind,0
2000-05-01,2000,1990-2007,industrial,wind,0
2000-06-01,2000,1990-2007,commercial,wind,0
2000-06-01,2000,1990-2007,electric power,wind,1.525
2000-06-01,2000,1990-2007,industrial,wind,0
2000-07-01,2000,1990-2007,commercial,wind,0
2000-07-01,2000,1990-2007,electric power,wind,1.296
2000-07-01,2000,1990-2007,industrial,wind,0
2000-08-01,2000,1990-2007,commercial,wind,0
2000-08-01,2000,1990-2007,industrial,wind,0
2000-08-01,2000,1990-2007,electric power,wind,1.284
2000-09-01,2000,1990-2007,commercial,wind,0
2000-09-01,2000,1990-2007,electric power,wind,1.134
2000-09-01,2000,1990-2007,industrial,wind,0
2000-10-01,2000,1990-2007,electric power,wind,1.404
2000-10-01,2000,1990-2007,industrial,wind,0
2000-10-01,2000,1990-2007,commercial,wind,0
2000-11-01,2000,1990-2007,industrial,wind,0
2000-11-01,2000,1990-2007,commercial,wind,0
2000-11-01,2000,1990-2007,electric power,wind,2.808
2000-12-01,2000,1990-2007,industrial,wind,0
2000-12-01,2000,1990-2007,electric power,wind,1.309
2000-12-01,2000,1990-2007,commercial,wind,0
2001-01-01,2001,1990-2007,commercial,wind,0
2001-01-01,2001,1990-2007,electric power,wind,1.328
2001-01-01,2001,1990-2007,industrial,wind,0
2001-02-01,2001,1990-2007,electric power,wind,1.471
2001-02-01,2001,1990-2007,industrial,wind,0
2001-02-01,2001,1990-2007,commercial,wind,0
2001-03-01,2001,1990-2007,industrial,wind,0
2001-03-01,2001,1990-2007,commercial,wind,0
2001-03-01,2001,1990-2007,electric power,wind,1.816
2001-04-01,2001,1990-2007,commercial,wind,0
2001-04-01,2001,1990-2007,industrial,wind,0
2001-04-01,2001,1990-2007,electric power,wind,2.336
2001-05-01,2001,1990-2007,industrial,wind,0
2001-05-01,2001,1990-2007,commercial,wind,0
2001-05-01,2001,1990-2007,electric power,wind,2.167
2001-06-01,2001,1990-2007,electric power,wind,2.285
2001-06-01,2001,1990-2007,commercial,wind,0
2001-06-01,2001,1990-2007,industrial,wind,0
2001-07-01,2001,1990-2007,electric power,wind,2.167
2001-07-01,2001,1990-2007,industrial,wind,0
2001-07-01,2001,1990-2007,commercial,wind,0
2001-08-01,2001,1990-2007,commercial,wind,0
2001-08-01,2001,1990-2007,industrial,wind,0
2001-08-01,2001,1990-2007,electric power,wind,1.969
2001-09-01,2001,1990-2007,industrial,wind,0
2001-09-01,2001,1990-2007,electric power,wind,1.673
2001-09-01,2001,1990-2007,commercial,wind,0
2001-10-01,2001,1990-2007,industrial,wind,0
2001-10-01,2001,1990-2007,commercial,wind,0
2001-10-01,2001,1990-2007,electric power,wind,2.071
2001-11-01,2001,1990-2007,commercial,wind,0
2001-11-01,2001,1990-2007,electric power,wind,1.605
2001-11-01,2001,1990-2007,industrial,wind,0
2001-12-01,2001,1990-2007,industrial,wind,0
2001-12-01,2001,1990-2007,electric power,wind,2.101
2001-12-01,2001,1990-2007,commercial,wind,0
2002-01-01,2002,1990-2007,industrial,wind,0
2002-01-01,2002,1990-2007,electric power,wind,2.769
2002-01-01,2002,1990-2007,commercial,wind,0
2002-02-01,2002,1990-2007,industrial,wind,0
2002-02-01,2002,1990-2007,commercial,wind,0
2002-02-01,2002,1990-2007,electric power,wind,2.436
2002-03-01,2002,1990-2007,commercial,wind,0
2002-03-01,2002,1990-2007,electric power,wind,2.907
2002-03-01,2002,1990-2007,industrial,wind,0
2002-04-01,2002,1990-2007,electric power,wind,3.495
2002-04-01,2002,1990-2007,commercial,wind,0
2002-04-01,2002,1990-2007,industrial,wind,0
2002-05-01,2002,1990-2007,electric power,wind,3.677
2002-05-01,2002,1990-2007,industrial,wind,0
2002-05-01,2002,1990-2007,commercial,wind,0
2002-06-01,2002,1990-2007,electric power,wind,3.843
2002-06-01,2002,1990-2007,commercial,wind,0
2002-06-01,2002,1990-2007,industrial,wind,0
2002-07-01,2002,1990-2007,commercial,wind,0
2002-07-01,2002,1990-2007,electric power,wind,3.038
2002-07-01,2002,1990-2007,industrial,wind,0
2002-08-01,2002,1990-2007,electric power,wind,3.332
2002-08-01,2002,1990-2007,commercial,wind,0
2002-08-01,2002,1990-2007,industrial,wind,0
2002-09-01,2002,1990-2007,commercial,wind,0
2002-09-01,2002,1990-2007,industrial,wind,0
2002-09-01,2002,1990-2007,electric power,wind,2.511
2002-10-01,2002,1990-2007,electric power,wind,2.506
2002-10-01,2002,1990-2007,industrial,wind,0
2002-10-01,2002,1990-2007,commercial,wind,0
2002-11-01,2002,1990-2007,electric power,wind,2.238
2002-11-01,2002,1990-2007,commercial,wind,0
2002-11-01,2002,1990-2007,industrial,wind,0
2002-12-01,2002,1990-2007,electric power,wind,2.577
2002-12-01,2002,1990-2007,industrial,wind,0
2002-12-01,2002,1990-2007,commercial,wind,0
2003-01-01,2003,1990-2007,electric power,wind,2.158
2003-01-01,2003,1990-2007,industrial,wind,0
2003-01-01,2003,1990-2007,commercial,wind,0
2003-02-01,2003,1990-2007,industrial,wind,0
2003-02-01,2003,1990-2007,electric power,wind,2.543
2003-02-01,2003,1990-2007,commercial,wind,0
2003-03-01,2003,1990-2007,commercial,wind,0
2003-03-01,2003,1990-2007,electric power,wind,3.535
2003-03-01,2003,1990-2007,industrial,wind,0
2003-04-01,2003,1990-2007,commercial,wind,0
2003-04-01,2003,1990-2007,industrial,wind,0
2003-04-01,2003,1990-2007,electric power,wind,3.729
2003-05-01,2003,1990-2007,commercial,wind,0
2003-05-01,2003,1990-2007,industrial,wind,0
2003-05-01,2003,1990-2007,electric power,wind,3.434
2003-06-01,2003,1990-2007,electric power,wind,3.573
2003-06-01,2003,1990-2007,industrial,wind,0
2003-06-01,2003,1990-2007,commercial,wind,0
2003-07-01,2003,1990-2007,industrial,wind,0
2003-07-01,2003,1990-2007,electric power,wind,3.253
2003-07-01,2003,1990-2007,commercial,wind,0
2003-08-01,2003,1990-2007,industrial,wind,0
2003-08-01,2003,1990-2007,commercial,wind,0
2003-08-01,2003,1990-2007,electric power,wind,2.782
2003-09-01,2003,1990-2007,electric power,wind,3.054
2003-09-01,2003,1990-2007,industrial,wind,0
2003-09-01,2003,1990-2007,commercial,wind,0
2003-10-01,2003,1990-2007,industrial,wind,0
2003-10-01,2003,1990-2007,electric power,wind,3.061
2003-10-01,2003,1990-2007,commercial,wind,0
2003-11-01,2003,1990-2007,electric power,wind,3.28
2003-11-01,2003,1990-2007,commercial,wind,0
2003-11-01,2003,1990-2007,industrial,wind,0
2003-12-01,2003,1990-2007,electric power,wind,3.77
2003-12-01,2003,1990-2007,industrial,wind,0
2003-12-01,2003,1990-2007,commercial,wind,0
2004-01-01,2004,1990-2007,commercial,wind,0
2004-01-01,2004,1990-2007,industrial,wind,0
2004-01-01,2004,1990-2007,electric power,wind,3.41
2004-02-01,2004,1990-2007,electric power,wind,3.486
2004-02-01,2004,1990-2007,commercial,wind,0
2004-02-01,2004,1990-2007,industrial,wind,0
2004-03-01,2004,1990-2007,commercial,wind,0
2004-03-01,2004,1990-2007,industrial,wind,0
2004-03-01,2004,1990-2007,electric power,wind,4.406
2004-04-01,2004,1990-2007,industrial,wind,0
2004-04-01,2004,1990-2007,electric power,wind,4.418
2004-04-01,2004,1990-2007,commercial,wind,0
2004-05-01,2004,1990-2007,electric power,wind,5.806
2004-05-01,2004,1990-2007,industrial,wind,0
2004-05-01,2004,1990-2007,commercial,wind,0
2004-06-01,2004,1990-2007,electric power,wind,4.767
2004-06-01,2004,1990-2007,commercial,wind,0
2004-06-01,2004,1990-2007,industrial,wind,0
2004-07-01,2004,1990-2007,commercial,wind,0
2004-07-01,2004,1990-2007,industrial,wind,0
2004-07-01,2004,1990-2007,electric power,wind,3.973
2004-08-01,2004,1990-2007,commercial,wind,0
2004-08-01,2004,1990-2007,industrial,wind,0
2004-08-01,2004,1990-2007,electric power,wind,3.585
2004-09-01,2004,1990-2007,electric power,wind,3.718
2004-09-01,2004,1990-2007,industrial,wind,0
2004-09-01,2004,1990-2007,commercial,wind,0
2004-10-01,2004,1990-2007,industrial,wind,0
2004-10-01,2004,1990-2007,commercial,wind,0
2004-10-01,2004,1990-2007,electric power,wind,3.511
2004-11-01,2004,1990-2007,industrial,wind,0
2004-11-01,2004,1990-2007,electric power,wind,3.181
2004-11-01,2004,1990-2007,commercial,wind,0
2004-12-01,2004,1990-2007,electric power,wind,3.999
2004-12-01,2004,1990-2007,commercial,wind,0
2004-12-01,2004,1990-2007,industrial,wind,0
2005-01-01,2005,1990-2007,commercial,wind,0
2005-01-01,2005,1990-2007,industrial,wind,0
2005-01-01,2005,1990-2007,electric power,wind,3.861
2005-02-01,2005,1990-2007,commercial,wind,0
2005-02-01,2005,1990-2007,electric power,wind,3.298
2005-02-01,2005,1990-2007,industrial,wind,0
2005-03-01,2005,1990-2007,electric power,wind,5.325
2005-03-01,2005,1990-2007,commercial,wind,0
2005-03-01,2005,1990-2007,industrial,wind,0
2005-04-01,2005,1990-2007,electric power,wind,5.792
2005-04-01,2005,1990-2007,industrial,wind,0
2005-04-01,2005,1990-2007,commercial,wind,0
2005-05-01,2005,1990-2007,industrial,wind,0
2005-05-01,2005,1990-2007,commercial,wind,0
2005-05-01,2005,1990-2007,electric power,wind,5.959
2005-06-01,2005,1990-2007,commercial,wind,0
2005-06-01,2005,1990-2007,electric power,wind,6.131
2005-06-01,2005,1990-2007,industrial,wind,0
2005-07-01,2005,1990-2007,commercial,wind,0
2005-07-01,2005,1990-2007,industrial,wind,0
2005-07-01,2005,1990-2007,electric power,wind,4.848
2005-08-01,2005,1990-2007,industrial,wind,0
2005-08-01,2005,1990-2007,electric power,wind,3.883
2005-08-01,2005,1990-2007,commercial,wind,0
2005-09-01,2005,1990-2007,electric power,wind,5.01
2005-09-01,2005,1990-2007,commercial,wind,0
2005-09-01,2005,1990-2007,industrial,wind,0
2005-10-01,2005,1990-2007,commercial,wind,0
2005-10-01,2005,1990-2007,electric power,wind,4.934
2005-10-01,2005,1990-2007,industrial,wind,0
2005-11-01,2005,1990-2007,commercial,wind,0
2005-11-01,2005,1990-2007,electric power,wind,5.492
2005-11-01,2005,1990-2007,industrial,wind,0
2005-12-01,2005,1990-2007,commercial,wind,0
2005-12-01,2005,1990-2007,industrial,wind,0
2005-12-01,2005,1990-2007,electric power,wind,6.237
2006-01-01,2006,1990-2007,electric power,wind,8.13
2006-01-01,2006,1990-2007,commercial,wind,0
2006-01-01,2006,1990-2007,industrial,wind,0
2006-02-01,2006,1990-2007,industrial,wind,0
2006-02-01,2006,1990-2007,commercial,wind,0
2006-02-01,2006,1990-2007,electric power,wind,6.558
2006-03-01,2006,1990-2007,industrial,wind,0
2006-03-01,2006,1990-2007,electric power,wind,8.048
2006-03-01,2006,1990-2007,commercial,wind,0
2006-04-01,2006,1990-2007,electric power,wind,8.434
2006-04-01,2006,1990-2007,industrial,wind,0
2006-04-01,2006,1990-2007,commercial,wind,0
2006-05-01,2006,1990-2007,electric power,wind,8.389
2006-05-01,2006,1990-2007,industrial,wind,0
2006-05-01,2006,1990-2007,commercial,wind,0
2006-06-01,2006,1990-2007,industrial,wind,0
2006-06-01,2006,1990-2007,electric power,wind,7.001
2006-06-01,2006,1990-2007,commercial,wind,0
2006-07-01,2006,1990-2007,commercial,wind,0
2006-07-01,2006,1990-2007,industrial,wind,0
2006-07-01,2006,1990-2007,electric power,wind,6.671
2006-08-01,2006,1990-2007,electric power,wind,5.647
2006-08-01,2006,1990-2007,commercial,wind,0
2006-08-01,2006,1990-2007,industrial,wind,0
2006-09-01,2006,1990-2007,commercial,wind,0
2006-09-01,2006,1990-2007,electric power,wind,6.412
2006-09-01,2006,1990-2007,industrial,wind,0
2006-10-01,2006,1990-2007,electric power,wind,8.333
2006-10-01,2006,1990-2007,industrial,wind,0
2006-10-01,2006,1990-2007,commercial,wind,0
2006-11-01,2006,1990-2007,commercial,wind,0
2006-11-01,2006,1990-2007,electric power,wind,8.668
2006-11-01,2006,1990-2007,industrial,wind,0
2006-12-01,2006,1990-2007,industrial,wind,0
2006-12-01,2006,1990-2007,commercial,wind,0
2006-12-01,2006,1990-2007,electric power,wind,8.433
2007-01-01,2007,1990-2007,electric power,wind,8.367
2007-01-01,2007,1990-2007,industrial,wind,0
2007-01-01,2007,1990-2007,commercial,wind,0
2007-02-01,2007,1990-2007,commercial,wind,0
2007-02-01,2007,1990-2007,industrial,wind,0
2007-02-01,2007,1990-2007,electric power,wind,8.598
2007-03-01,2007,1990-2007,electric power,wind,10.397
2007-03-01,2007,1990-2007,industrial,wind,0
2007-03-01,2007,1990-2007,commercial,wind,0
2007-04-01,2007,1990-2007,electric power,wind,10.822
2007-04-01,2007,1990-2007,industrial,wind,0
2007-04-01,2007,1990-2007,commercial,wind,0
2007-05-01,2007,1990-2007,electric power,wind,10.073
2007-05-01,2007,1990-2007,industrial,wind,0
2007-05-01,2007,1990-2007,commercial,wind,0
2007-06-01,2007,1990-2007,industrial,wind,0
2007-06-01,2007,1990-2007,commercial,wind,0
2007-06-01,2007,1990-2007,electric power,wind,8.941
2007-07-01,2007,1990-2007,commercial,wind,0
2007-07-01,2007,1990-2007,industrial,wind,0
2007-07-01,2007,1990-2007,electric power,wind,7.364
2007-08-01,2007,1990-2007,industrial,wind,0
2007-08-01,2007,1990-2007,electric power,wind,9.21
2007-08-01,2007,1990-2007,commercial,wind,0
2007-09-01,2007,1990-2007,electric power,wind,9.781
2007-09-01,2007,1990-2007,commercial,wind,0
2007-09-01,2007,1990-2007,industrial,wind,0
2007-10-01,2007,1990-2007,industrial,wind,0
2007-10-01,2007,1990-2007,electric power,wind,11.521
2007-10-01,2007,1990-2007,commercial,wind,0
2007-11-01,2007,1990-2007,commercial,wind,0
2007-11-01,2007,1990-2007,industrial,wind,0
2007-11-01,2007,1990-2007,electric power,wind,10.56
2007-12-01,2007,1990-2007,commercial,wind,0
2007-12-01,2007,1990-2007,electric power,wind,11.909
2007-12-01,2007,1990-2007,industrial,wind,0
2008-01-01,2008,2008-2025,electric power,wind,14.58
2008-01-01,2008,2008-2025,commercial,wind,0
2008-01-01,2008,2008-2025,industrial,wind,0
2008-02-01,2008,2008-2025,commercial,wind,0
2008-02-01,2008,2008-2025,electric power,wind,13.142
2008-02-01,2008,2008-2025,industrial,wind,0
2008-03-01,2008,2008-2025,commercial,wind,0
2008-03-01,2008,2008-2025,electric power,wind,16.316
2008-03-01,2008,2008-2025,industrial,wind,0
2008-04-01,2008,2008-2025,electric power,wind,17.829
2008-04-01,2008,2008-2025,commercial,wind,0
2008-04-01,2008,2008-2025,industrial,wind,0
2008-05-01,2008,2008-2025,electric power,wind,18.221
2008-05-01,2008,2008-2025,industrial,wind,0
2008-05-01,2008,2008-2025,commercial,wind,0
2008-06-01,2008,2008-2025,electric power,wind,17.539
2008-06-01,2008,2008-2025,commercial,wind,0
2008-06-01,2008,2008-2025,industrial,wind,0
2008-07-01,2008,2008-2025,industrial,wind,0
2008-07-01,2008,2008-2025,electric power,wind,13.677
2008-07-01,2008,2008-2025,commercial,wind,0
2008-08-01,2008,2008-2025,electric power,wind,11.138
2008-08-01,2008,2008-2025,commercial,wind,0
2008-08-01,2008,2008-2025,industrial,wind,0
2008-09-01,2008,2008-2025,commercial,wind,0
2008-09-01,2008,2008-2025,electric power,wind,10.616
2008-09-01,2008,2008-2025,industrial,wind,0
2008-10-01,2008,2008-2025,electric power,wind,16.229
2008-10-01,2008,2008-2025,industrial,wind,0
2008-10-01,2008,2008-2025,commercial,wind,0
2008-11-01,2008,2008-2025,industrial,wind,0
2008-11-01,2008,2008-2025,electric power,wind,17.038
2008-11-01,2008,2008-2025,commercial,wind,0
2008-12-01,2008,2008-2025,commercial,wind,0
2008-12-01,2008,2008-2025,electric power,wind,22.573
2008-12-01,2008,2008-2025,industrial,wind,0
2009-01-01,2009,2008-2025,commercial,wind,0
2009-01-01,2009,2008-2025,electric power,wind,20.304
2009-01-01,2009,2008-2025,industrial,wind,0
2009-02-01,2009,2008-2025,industrial,wind,0
2009-02-01,2009,2008-2025,electric power,wind,19.968
2009-02-01,2009,2008-2025,commercial,wind,0
2009-03-01,2009,2008-2025,commercial,wind,0
2009-03-01,2009,2008-2025,electric power,wind,24.222
2009-03-01,2009,2008-2025,industrial,wind,0
2009-04-01,2009,2008-2025,commercial,wind,0
2009-04-01,2009,2008-2025,industrial,wind,0
2009-04-01,2009,2008-2025,electric power,wind,25.446
2009-05-01,2009,2008-2025,electric power,wind,21.366
2009-05-01,2009,2008-2025,commercial,wind,0
2009-05-01,2009,2008-2025,industrial,wind,0
2009-06-01,2009,2008-2025,commercial,wind,0
2009-06-01,2009,2008-2025,industrial,wind,0
2009-06-01,2009,2008-2025,electric power,wind,19.105
2009-07-01,2009,2008-2025,electric power,wind,16.906
2009-07-01,2009,2008-2025,commercial,wind,0
2009-07-01,2009,2008-2025,industrial,wind,0
2009-08-01,2009,2008-2025,commercial,wind,0
2009-08-01,2009,2008-2025,industrial,wind,0
2009-08-01,2009,2008-2025,electric power,wind,18.645
2009-09-01,2009,2008-2025,industrial,wind,0
2009-09-01,2009,2008-2025,electric power,wind,15.868
2009-09-01,2009,2008-2025,commercial,wind,0
2009-10-01,2009,2008-2025,commercial,wind,0
2009-10-01,2009,2008-2025,electric power,wind,23.248
2009-10-01,2009,2008-2025,industrial,wind,0
2009-11-01,2009,2008-2025,electric power,wind,23.458
2009-11-01,2009,2008-2025,commercial,wind,0
2009-11-01,2009,2008-2025,industrial,wind,0
2009-12-01,2009,2008-2025,commercial,wind,0
2009-12-01,2009,2008-2025,electric power,wind,23.563
2009-12-01,2009,2008-2025,industrial,wind,0
2010-01-01,2010,2008-2025,industrial,wind,0
2010-01-01,2010,2008-2025,electric power,wind,23.383
2010-01-01,2010,2008-2025,commercial,wind,0
2010-02-01,2010,2008-2025,industrial,wind,0
2010-02-01,2010,2008-2025,electric power,wind,18.531
2010-02-01,2010,2008-2025,commercial,wind,0
2010-03-01,2010,2008-2025,industrial,wind,0
2010-03-01,2010,2008-2025,electric power,wind,29.301
2010-03-01,2010,2008-2025,commercial,wind,0
2010-04-01,2010,2008-2025,electric power,wind,33.311
2010-04-01,2010,2008-2025,industrial,wind,0
2010-04-01,2010,2008-2025,commercial,wind,0
2010-05-01,2010,2008-2025,electric power,wind,29.671
2010-05-01,2010,2008-2025,industrial,wind,0
2010-05-01,2010,2008-2025,commercial,wind,0
2010-06-01,2010,2008-2025,commercial,wind,0
2010-06-01,2010,2008-2025,electric power,wind,27.46
2010-06-01,2010,2008-2025,industrial,wind,0
2010-07-01,2010,2008-2025,electric power,wind,22.939
2010-07-01,2010,2008-2025,industrial,wind,0
2010-07-01,2010,2008-2025,commercial,wind,0
2010-08-01,2010,2008-2025,electric power,wind,22.808
2010-08-01,2010,2008-2025,industrial,wind,0
2010-08-01,2010,2008-2025,commercial,wind,0
2010-09-01,2010,2008-2025,industrial,wind,0
2010-09-01,2010,2008-2025,electric power,wind,24.24
2010-09-01,2010,2008-2025,commercial,wind,0
2010-10-01,2010,2008-2025,commercial,wind,0
2010-10-01,2010,2008-2025,industrial,wind,0
2010-10-01,2010,2008-2025,electric power,wind,27.099
2010-11-01,2010,2008-2025,electric power,wind,33.253
2010-11-01,2010,2008-2025,industrial,wind,0
2010-11-01,2010,2008-2025,commercial,wind,0
2010-12-01,2010,2008-2025,electric power,wind,30.905
2010-12-01,2010,2008-2025,commercial,wind,0
2010-12-01,2010,2008-2025,industrial,wind,0
2011-01-01,2011,2008-2025,industrial,wind,0
2011-01-01,2011,2008-2025,commercial,wind,0
2011-01-01,2011,2008-2025,electric power,wind,29.163
2011-02-01,2011,2008-2025,electric power,wind,35.647
2011-02-01,2011,2008-2025,commercial,wind,0
2011-02-01,2011,2008-2025,industrial,wind,0
2011-03-01,2011,2008-2025,electric power,wind,35.963
2011-03-01,2011,2008-2025,industrial,wind,0
2011-03-01,2011,2008-2025,commercial,wind,0
2011-04-01,2011,2008-2025,electric power,wind,42.365
2011-04-01,2011,2008-2025,industrial,wind,0
2011-04-01,2011,2008-2025,commercial,wind,0
2011-05-01,2011,2008-2025,industrial,wind,0
2011-05-01,2011,2008-2025,electric power,wind,40.15
2011-05-01,2011,2008-2025,commercial,wind,0
2011-06-01,2011,2008-2025,commercial,wind,0
2011-06-01,2011,2008-2025,electric power,wind,37.466
2011-06-01,2011,2008-2025,industrial,wind,0
2011-07-01,2011,2008-2025,electric power,wind,25.541
2011-07-01,2011,2008-2025,industrial,wind,0
2011-07-01,2011,2008-2025,commercial,wind,0
2011-08-01,2011,2008-2025,electric power,wind,25.49
2011-08-01,2011,2008-2025,industrial,wind,0
2011-08-01,2011,2008-2025,commercial,wind,0
2011-09-01,2011,2008-2025,electric power,wind,23.425
2011-09-01,2011,2008-2025,industrial,wind,0
2011-09-01,2011,2008-2025,commercial,wind,0
2011-10-01,2011,2008-2025,industrial,wind,0
2011-10-01,2011,2008-2025,commercial,wind,0
2011-10-01,2011,2008-2025,electric power,wind,35.891
2011-11-01,2011,2008-2025,industrial,wind,0
2011-11-01,2011,2008-2025,commercial,wind,0
2011-11-01,2011,2008-2025,electric power,wind,42.415
2011-12-01,2011,2008-2025,industrial,wind,0
2011-12-01,2011,2008-2025,electric power,wind,36.335
2011-12-01,2011,2008-2025,commercial,wind,0
2012-01-01,2012,2008-2025,industrial,wind,0
2012-01-01,2012,2008-2025,commercial,wind,0
2012-01-01,2012,2008-2025,electric power,wind,46.481
2012-02-01,2012,2008-2025,electric power,wind,37.686
2012-02-01,2012,2008-2025,commercial,wind,0
2012-02-01,2012,2008-2025,industrial,wind,0
2012-03-01,2012,2008-2025,electric power,wind,47.837
2012-03-01,2012,2008-2025,commercial,wind,0
2012-03-01,2012,2008-2025,industrial,wind,0
2012-04-01,2012,2008-2025,commercial,wind,0
2012-04-01,2012,2008-2025,electric power,wind,43.338
2012-04-01,2012,2008-2025,industrial,wind,0
2012-05-01,2012,2008-2025,commercial,wind,0
2012-05-01,2012,2008-2025,electric power,wind,42.769
2012-05-01,2012,2008-2025,industrial,wind,0
2012-06-01,2012,2008-2025,industrial,wind,0
2012-06-01,2012,2008-2025,commercial,wind,0
2012-06-01,2012,2008-2025,electric power,wind,40.831
2012-07-01,2012,2008-2025,commercial,wind,0
2012-07-01,2012,2008-2025,industrial,wind,0
2012-07-01,2012,2008-2025,electric power,wind,30.092
2012-08-01,2012,2008-2025,electric power,wind,28.885
2012-08-01,2012,2008-2025,commercial,wind,0
2012-08-01,2012,2008-2025,industrial,wind,0
2012-09-01,2012,2008-2025,commercial,wind,0
2012-09-01,2012,2008-2025,industrial,wind,0
2012-09-01,2012,2008-2025,electric power,wind,29.976
2012-10-01,2012,2008-2025,electric power,wind,43.089
2012-10-01,2012,2008-2025,industrial,wind,0
2012-10-01,2012,2008-2025,commercial,wind,0
2012-11-01,2012,2008-2025,commercial,wind,0
2012-11-01,2012,2008-2025,electric power,wind,39.723
2012-11-01,2012,2008-2025,industrial,wind,0
2012-12-01,2012,2008-2025,electric power,wind,49.529
2012-12-01,2012,2008-2025,commercial,wind,0
2012-12-01,2012,2008-2025,industrial,wind,0
2013-01-01,2013,2008-2025,industrial,wind,0
2013-01-01,2013,2008-2025,commercial,wind,0
2013-01-01,2013,2008-2025,electric power,wind,50.257
2013-02-01,2013,2008-2025,electric power,wind,48.001
2013-02-01,2013,2008-2025,industrial,wind,0
2013-02-01,2013,2008-2025,commercial,wind,0
2013-03-01,2013,2008-2025,electric power,wind,53.731
2013-03-01,2013,2008-2025,industrial,wind,0
2013-03-01,2013,2008-2025,commercial,wind,0
2013-04-01,2013,2008-2025,electric power,wind,59.602
2013-04-01,2013,2008-2025,industrial,wind,0
2013-04-01,2013,2008-2025,commercial,wind,0
2013-05-01,2013,2008-2025,electric power,wind,55.375
2013-05-01,2013,2008-2025,commercial,wind,0
2013-05-01,2013,2008-2025,industrial,wind,0
2013-06-01,2013,2008-2025,industrial,wind,0
2013-06-01,2013,2008-2025,commercial,wind,0
2013-06-01,2013,2008-2025,electric power,wind,46.886
2013-07-01,2013,2008-2025,commercial,wind,0
2013-07-01,2013,2008-2025,industrial,wind,0
2013-07-01,2013,2008-2025,electric power,wind,37.833
2013-08-01,2013,2008-2025,industrial,wind,0
2013-08-01,2013,2008-2025,commercial,wind,0
2013-08-01,2013,2008-2025,electric power,wind,32.856
2013-09-01,2013,2008-2025,electric power,wind,39.811
2013-09-01,2013,2008-2025,industrial,wind,0
2013-09-01,2013,2008-2025,commercial,wind,0
2013-10-01,2013,2008-2025,electric power,wind,46.494
2013-10-01,2013,2008-2025,commercial,wind,0
2013-10-01,2013,2008-2025,industrial,wind,0
2013-11-01,2013,2008-2025,industrial,wind,0
2013-11-01,2013,2008-2025,electric power,wind,53.875
2013-11-01,2013,2008-2025,commercial,wind,0
2013-12-01,2013,2008-2025,commercial,wind,0
2013-12-01,2013,2008-2025,industrial,wind,0
2013-12-01,2013,2008-2025,electric power,wind,47.614
2014-01-01,2014,2008-2025,electric power,wind,61.056
2014-01-01,2014,2008-2025,industrial,wind,0
2014-01-01,2014,2008-2025,commercial,wind,0
2014-02-01,2014,2008-2025,commercial,wind,0
2014-02-01,2014,2008-2025,electric power,wind,47.756
2014-02-01,2014,2008-2025,industrial,wind,0
2014-03-01,2014,2008-2025,industrial,wind,0
2014-03-01,2014,2008-2025,commercial,wind,0
2014-03-01,2014,2008-2025,electric power,wind,60.468
2014-04-01,2014,2008-2025,industrial,wind,0
2014-04-01,2014,2008-2025,commercial,wind,0
2014-04-01,2014,2008-2025,electric power,wind,63.536
2014-05-01,2014,2008-2025,industrial,wind,0
2014-05-01,2014,2008-2025,electric power,wind,53.195
2014-05-01,2014,2008-2025,commercial,wind,0
2014-06-01,2014,2008-2025,industrial,wind,0
2014-06-01,2014,2008-2025,electric power,wind,53.863
2014-06-01,2014,2008-2025,commercial,wind,0
2014-07-01,2014,2008-2025,electric power,wind,41.546
2014-07-01,2014,2008-2025,commercial,wind,0
2014-07-01,2014,2008-2025,industrial,wind,0
2014-08-01,2014,2008-2025,commercial,wind,0
2014-08-01,2014,2008-2025,industrial,wind,0
2014-08-01,2014,2008-2025,electric power,wind,34.673
2014-09-01,2014,2008-2025,industrial,wind,0
2014-09-01,2014,2008-2025,electric power,wind,39.271
2014-09-01,2014,2008-2025,commercial,wind,0
2014-10-01,2014,2008-2025,industrial,wind,0
2014-10-01,2014,2008-2025,commercial,wind,0
2014-10-01,2014,2008-2025,electric power,wind,49.448
2014-11-01,2014,2008-2025,electric power,wind,64.308
2014-11-01,2014,2008-2025,commercial,wind,0
2014-11-01,2014,2008-2025,industrial,wind,0
2014-12-01,2014,2008-2025,electric power,wind,50.144
2014-12-01,2014,2008-2025,industrial,wind,0
2014-12-01,2014,2008-2025,commercial,wind,0
