date,year,time_window,sector,energy_type,value_trillion_btu
2013-09-01,2013,2008-2025,transportation,biomass,113.291
2013-09-01,2013,2008-2025,commercial,biomass,9.892
2013-09-01,2013,2008-2025,industrial,biomass,193.618
2013-10-01,2013,2008-2025,commercial,biomass,10.113
2013-10-01,2013,2008-2025,industrial,biomass,204.293
2013-10-01,2013,2008-2025,transportation,biomass,120.645
2013-10-01,2013,2008-2025,electric power,biomass,39.119
2013-10-01,2013,2008-2025,residential,biomass,48.551
2013-11-01,2013,2008-2025,residential,biomass,46.985
2013-11-01,2013,2008-2025,electric power,biomass,40.559
2013-11-01,2013,2008-2025,commercial,biomass,9.801
2013-11-01,2013,2008-2025,industrial,biomass,204.671
2013-11-01,2013,2008-2025,transportation,biomass,112.729
2013-12-01,2013,2008-2025,industrial,biomass,214.401
2013-12-01,2013,2008-2025,commercial,biomass,10.285
2013-12-01,2013,2008-2025,transportation,biomass,119.343
2013-12-01,2013,2008-2025,residential,biomass,48.551
2013-12-01,2013,2008-2025,electric power,biomass,43.491
2014-01-01,2014,2008-2025,electric power,biomass,45.343
2014-01-01,2014,2008-2025,residential,biomass,49.136
2014-01-01,2014,2008-2025,industrial,biomass,208.329
2014-01-01,2014,2008-2025,transportation,biomass,100.134
2014-01-01,2014,2008-2025,commercial,biomass,11.051
2014-02-01,2014,2008-2025,electric power,biomass,42.134
2014-02-01,2014,2008-2025,industrial,biomass,188.557
2014-02-01,2014,2008-2025,residential,biomass,44.381
2014-02-01,2014,2008-2025,commercial,biomass,9.394
2014-02-01,2014,2008-2025,transportation,biomass,94.56
2014-03-01,2014,2008-2025,residential,biomass,49.136
2014-03-01,2014,2008-2025,transportation,biomass,105.564
2014-03-01,2014,2008-2025,commercial,biomass,10.354
2014-03-01,2014,2008-2025,electric power,biomass,46.219
2014-03-01,2014,2008-2025,industrial,biomass,206.974
2014-04-01,2014,2008-2025,electric power,biomass,41.241
2014-04-01,2014,2008-2025,transportation,biomass,106.344
2014-04-01,2014,2008-2025,residential,biomass,47.551
2014-04-01,2014,2008-2025,industrial,biomass,201.553
2014-04-01,2014,2008-2025,commercial,biomass,9.988
2014-05-01,2014,2008-2025,residential,biomass,49.136
2014-05-01,2014,2008-2025,industrial,biomass,204.793
2014-05-01,2014,2008-2025,transportation,biomass,112.737
2014-05-01,2014,2008-2025,electric power,biomass,41.076
2014-05-01,2014,2008-2025,commercial,biomass,10.514
2014-06-01,2014,2008-2025,transportation,biomass,110.184
2014-06-01,2014,2008-2025,industrial,biomass,205.116
2014-06-01,2014,2008-2025,electric power,biomass,45.366
2014-06-01,2014,2008-2025,commercial,biomass,10.409
2014-06-01,2014,2008-2025,residential,biomass,47.551
2014-07-01,2014,2008-2025,residential,biomass,49.136
2014-07-01,2014,2008-2025,commercial,biomass,10.786
2014-07-01,2014,2008-2025,transportation,biomass,114.718
2014-07-01,2014,2008-2025,electric power,biomass,47.587
2014-07-01,2014,2008-2025,industrial,biomass,211.699
2014-08-01,2014,2008-2025,electric power,biomass,46.439
2014-08-01,2014,2008-2025,industrial,biomass,210.433
2014-08-01,2014,2008-2025,residential,biomass,49.136
2014-08-01,2014,2008-2025,transportation,biomass,117.011
2014-08-01,2014,2008-2025,commercial,biomass,10.719
2014-09-01,2014,2008-2025,transportation,biomass,109.551
2014-09-01,2014,2008-2025,electric power,biomass,43.226
2014-09-01,2014,2008-2025,industrial,biomass,199.29
2014-09-01,2014,2008-2025,residential,biomass,47.551
2014-09-01,2014,2008-2025,commercial,biomass,10.225
2014-10-01,2014,2008-2025,transportation,biomass,116.798
2014-10-01,2014,2008-2025,commercial,biomass,10.3
2014-10-01,2014,2008-2025,electric power,biomass,42.404
2014-10-01,2014,2008-2025,industrial,biomass,206.981
2014-10-01,2014,2008-2025,residential,biomass,49.136
2014-11-01,2014,2008-2025,industrial,biomass,204.666
2014-11-01,2014,2008-2025,electric power,biomass,43.627
2014-11-01,2014,2008-2025,residential,biomass,47.551
2014-11-01,2014,2008-2025,transportation,biomass,110.478
2014-11-01,2014,2008-2025,commercial,biomass,9.913
2014-12-01,2014,2008-2025,industrial,biomass,217.277
2014-12-01,2014,2008-2025,electric power,biomass,45.481
2014-12-01,2014,2008-2025,commercial,biomass,10.344
2014-12-01,2014,2008-2025,transportation,biomass,116.228
2014-12-01,2014,2008-2025,residential,biomass,49.136
2015-01-01,2015,2008-2025,residential,biomass,43.547
2015-01-01,2015,2008-2025,commercial,biomass,12.151
2015-01-01,2015,2008-2025,industrial,biomass,214.39
2015-01-01,2015,2008-2025,transportation,biomass,96.85
2015-01-01,2015,2008-2025,electric power,biomass,44.783
2015-02-01,2015,2008-2025,industrial,biomass,192.021
2015-02-01,2015,2008-2025,transportation,biomass,97.347
2015-02-01,2015,2008-2025,electric power,biomass,41.407
2015-02-01,2015,2008-2025,residential,biomass,39.333
2015-02-01,2015,2008-2025,commercial,biomass,10.99
2015-03-01,2015,2008-2025,electric power,biomass,43.012
2015-03-01,2015,2008-2025,transportation,biomass,109.353
2015-03-01,2015,2008-2025,industrial,biomass,205.827
2015-03-01,2015,2008-2025,commercial,biomass,12.203
2015-03-01,2015,2008-2025,residential,biomass,43.547
2015-04-01,2015,2008-2025,residential,biomass,42.143
2015-04-01,2015,2008-2025,electric power,biomass,39.643
2015-04-01,2015,2008-2025,industrial,biomass,200.992
2015-04-01,2015,2008-2025,commercial,biomass,11.888
2015-04-01,2015,2008-2025,transportation,biomass,107.542
2015-05-01,2015,2008-2025,commercial,biomass,12.266
2015-05-01,2015,2008-2025,transportation,biomass,118.269
2015-05-01,2015,2008-2025,electric power,biomass,41.4
2015-05-01,2015,2008-2025,residential,biomass,43.547
2015-05-01,2015,2008-2025,industrial,biomass,208.068
2015-06-01,2015,2008-2025,transportation,biomass,119.11
2015-06-01,2015,2008-2025,commercial,biomass,12.052
2015-06-01,2015,2008-2025,residential,biomass,42.143
2015-06-01,2015,2008-2025,industrial,biomass,204.217
2015-06-01,2015,2008-2025,electric power,biomass,43.736
2015-07-01,2015,2008-2025,commercial,biomass,12.784
2015-07-01,2015,2008-2025,transportation,biomass,120.48
2015-07-01,2015,2008-2025,industrial,biomass,211.551
2015-07-01,2015,2008-2025,residential,biomass,43.547
2015-07-01,2015,2008-2025,electric power,biomass,47.961
2015-08-01,2015,2008-2025,residential,biomass,43.547
2015-08-01,2015,2008-2025,electric power,biomass,47.738
2015-08-01,2015,2008-2025,commercial,biomass,12.491
2015-08-01,2015,2008-2025,industrial,biomass,210.317
2015-08-01,2015,2008-2025,transportation,biomass,121.801
2015-09-01,2015,2008-2025,commercial,biomass,12.22
2015-09-01,2015,2008-2025,transportation,biomass,117.86
2015-09-01,2015,2008-2025,residential,biomass,42.143
2015-09-01,2015,2008-2025,electric power,biomass,43.056
2015-09-01,2015,2008-2025,industrial,biomass,201.338
2015-10-01,2015,2008-2025,residential,biomass,43.547
2015-10-01,2015,2008-2025,electric power,biomass,41.34
2015-10-01,2015,2008-2025,industrial,biomass,205.536
2015-10-01,2015,2008-2025,transportation,biomass,116.312
2015-10-01,2015,2008-2025,commercial,biomass,12.102
2015-11-01,2015,2008-2025,commercial,biomass,12.001
2015-11-01,2015,2008-2025,industrial,biomass,205.95
2015-11-01,2015,2008-2025,electric power,biomass,43.933
2015-11-01,2015,2008-2025,residential,biomass,42.143
2015-11-01,2015,2008-2025,transportation,biomass,111.548
2015-12-01,2015,2008-2025,commercial,biomass,12.367
2015-12-01,2015,2008-2025,industrial,biomass,214.119
2015-12-01,2015,2008-2025,electric power,biomass,46.871
2015-12-01,2015,2008-2025,residential,biomass,43.547
2015-12-01,2015,2008-2025,transportation,biomass,114.589
2016-01-01,2016,2008-2025,electric power,biomass,43.874
2016-01-01,2016,2008-2025,commercial,biomass,12.287
2016-01-01,2016,2008-2025,industrial,biomass,211.112
2016-01-01,2016,2008-2025,residential,biomass,37.7
2016-01-01,2016,2008-2025,transportation,biomass,103.351
2016-02-01,2016,2008-2025,industrial,biomass,198.757
2016-02-01,2016,2008-2025,residential,biomass,35.268
2016-02-01,2016,2008-2025,electric power,biomass,42.832
2016-02-01,2016,2008-2025,commercial,biomass,11.543
2016-02-01,2016,2008-2025,transportation,biomass,108.348
2016-03-01,2016,2008-2025,electric power,biomass,43.069
2016-03-01,2016,2008-2025,transportation,biomass,118.449
2016-03-01,2016,2008-2025,industrial,biomass,207.985
2016-03-01,2016,2008-2025,residential,biomass,37.7
2016-03-01,2016,2008-2025,commercial,biomass,12.403
2016-04-01,2016,2008-2025,commercial,biomass,11.956
2016-04-01,2016,2008-2025,electric power,biomass,39.058
2016-04-01,2016,2008-2025,residential,biomass,36.484
2016-04-01,2016,2008-2025,industrial,biomass,194.626
2016-04-01,2016,2008-2025,transportation,biomass,111.084
2016-05-01,2016,2008-2025,transportation,biomass,125.591
2016-05-01,2016,2008-2025,industrial,biomass,205.215
2016-05-01,2016,2008-2025,residential,biomass,37.7
2016-05-01,2016,2008-2025,electric power,biomass,39.637
2016-05-01,2016,2008-2025,commercial,biomass,12.357
2016-06-01,2016,2008-2025,electric power,biomass,41.271
2016-06-01,2016,2008-2025,industrial,biomass,203.723
2016-06-01,2016,2008-2025,commercial,biomass,12.291
2016-06-01,2016,2008-2025,transportation,biomass,124.757
2016-06-01,2016,2008-2025,residential,biomass,36.484
2016-07-01,2016,2008-2025,industrial,biomass,209.805
2016-07-01,2016,2008-2025,transportation,biomass,130.846
2016-07-01,2016,2008-2025,commercial,biomass,12.711
2016-07-01,2016,2008-2025,residential,biomass,37.7
2016-07-01,2016,2008-2025,electric power,biomass,43.6
2016-08-01,2016,2008-2025,electric power,biomass,45.458
2016-08-01,2016,2008-2025,commercial,biomass,12.776
2016-08-01,2016,2008-2025,residential,biomass,37.7
2016-08-01,2016,2008-2025,industrial,biomass,211.066
2016-08-01,2016,2008-2025,transportation,biomass,134.139
2016-09-01,2016,2008-2025,transportation,biomass,127.126
2016-09-01,2016,2008-2025,electric power,biomass,41.409
2016-09-01,2016,2008-2025,commercial,biomass,12.166
2016-09-01,2016,2008-2025,industrial,biomass,198.672
2016-09-01,2016,2008-2025,residential,biomass,36.484
2016-10-01,2016,2008-2025,residential,biomass,37.7
2016-10-01,2016,2008-2025,electric power,biomass,37.418
2016-10-01,2016,2008-2025,commercial,biomass,12.263
2016-10-01,2016,2008-2025,transportation,biomass,126.353
2016-10-01,2016,2008-2025,industrial,biomass,205.519
2016-11-01,2016,2008-2025,commercial,biomass,12.202
2016-11-01,2016,2008-2025,transportation,biomass,127.708
2016-11-01,2016,2008-2025,industrial,biomass,207.381
2016-11-01,2016,2008-2025,electric power,biomass,41.914
2016-11-01,2016,2008-2025,residential,biomass,36.484
2016-12-01,2016,2008-2025,electric power,biomass,45.53
2016-12-01,2016,2008-2025,residential,biomass,37.7
2016-12-01,2016,2008-2025,transportation,biomass,130.868
2016-12-01,2016,2008-2025,commercial,biomass,12.646
2016-12-01,2016,2008-2025,industrial,biomass,233.199
2017-01-01,2017,2008-2025,industrial,biomass,213.032
2017-01-01,2017,2008-2025,commercial,biomass,12.677
2017-01-01,2017,2008-2025,transportation,biomass,109.496
2017-01-01,2017,2008-2025,electric power,biomass,45.376
2017-01-01,2017,2008-2025,residential,biomass,36.551
2017-02-01,2017,2008-2025,residential,biomass,33.013
2017-02-01,2017,2008-2025,transportation,biomass,102.934
2017-02-01,2017,2008-2025,electric power,biomass,40.597
2017-02-01,2017,2008-2025,commercial,biomass,11.375
2017-02-01,2017,2008-2025,industrial,biomass,192.49
2017-03-01,2017,2008-2025,commercial,biomass,12.246
2017-03-01,2017,2008-2025,transportation,biomass,120.047
2017-03-01,2017,2008-2025,electric power,biomass,45.245
2017-03-01,2017,2008-2025,residential,biomass,36.551
2017-03-01,2017,2008-2025,industrial,biomass,210.568
2017-04-01,2017,2008-2025,residential,biomass,35.372
2017-04-01,2017,2008-2025,transportation,biomass,119.873
2017-04-01,2017,2008-2025,industrial,biomass,197.388
2017-04-01,2017,2008-2025,electric power,biomass,39.041
2017-04-01,2017,2008-2025,commercial,biomass,11.909
2017-05-01,2017,2008-2025,transportation,biomass,131.776
2017-05-01,2017,2008-2025,electric power,biomass,40.329
2017-05-01,2017,2008-2025,industrial,biomass,204.504
2017-05-01,2017,2008-2025,residential,biomass,36.551
2017-05-01,2017,2008-2025,commercial,biomass,12.402
2017-06-01,2017,2008-2025,residential,biomass,35.372
2017-06-01,2017,2008-2025,transportation,biomass,130.708
2017-06-01,2017,2008-2025,commercial,biomass,12.135
2017-06-01,2017,2008-2025,electric power,biomass,42.074
2017-06-01,2017,2008-2025,industrial,biomass,203.622
2017-07-01,2017,2008-2025,commercial,biomass,12.469
2017-07-01,2017,2008-2025,industrial,biomass,209.44
2017-07-01,2017,2008-2025,electric power,biomass,43.856
2017-07-01,2017,2008-2025,transportation,biomass,127.71
2017-07-01,2017,2008-2025,residential,biomass,36.551
2017-08-01,2017,2008-2025,electric power,biomass,44.735
2017-08-01,2017,2008-2025,commercial,biomass,12.581
2017-08-01,2017,2008-2025,transportation,biomass,134.035
2017-08-01,2017,2008-2025,industrial,biomass,213.439
2017-08-01,2017,2008-2025,residential,biomass,36.551
2017-09-01,2017,2008-2025,electric power,biomass,39.993
2017-09-01,2017,2008-2025,transportation,biomass,123.066
2017-09-01,2017,2008-2025,commercial,biomass,11.66
2017-09-01,2017,2008-2025,industrial,biomass,197.284
2017-09-01,2017,2008-2025,residential,biomass,35.372
2017-10-01,2017,2008-2025,commercial,biomass,12.109
2017-10-01,2017,2008-2025,transportation,biomass,126.769
2017-10-01,2017,2008-2025,residential,biomass,36.551
2017-10-01,2017,2008-2025,industrial,biomass,207.303
2017-10-01,2017,2008-2025,electric power,biomass,40.542
2017-11-01,2017,2008-2025,residential,biomass,35.372
2017-11-01,2017,2008-2025,commercial,biomass,12.186
2017-11-01,2017,2008-2025,transportation,biomass,122.961
2017-11-01,2017,2008-2025,electric power,biomass,42.226
2017-11-01,2017,2008-2025,industrial,biomass,209.64
2017-12-01,2017,2008-2025,electric power,biomass,45.527
2017-12-01,2017,2008-2025,residential,biomass,36.551
2017-12-01,2017,2008-2025,transportation,biomass,124.281
2017-12-01,2017,2008-2025,commercial,biomass,12.566
2017-12-01,2017,2008-2025,industrial,biomass,216.727
2018-01-01,2018,2008-2025,industrial,biomass,212.713
2018-01-01,2018,2008-2025,electric power,biomass,45.825
2018-01-01,2018,2008-2025,residential,biomass,44.711
2018-01-01,2018,2008-2025,commercial,biomass,12.469
2018-01-01,2018,2008-2025,transportation,biomass,114.616
2018-02-01,2018,2008-2025,industrial,biomass,191.813
2018-02-01,2018,2008-2025,electric power,biomass,41.773
2018-02-01,2018,2008-2025,residential,biomass,40.384
2018-02-01,2018,2008-2025,transportation,biomass,102.213
2018-02-01,2018,2008-2025,commercial,biomass,11.308
2018-03-01,2018,2008-2025,electric power,biomass,43.992
2018-03-01,2018,2008-2025,residential,biomass,44.711
2018-03-01,2018,2008-2025,industrial,biomass,210.21
2018-03-01,2018,2008-2025,commercial,biomass,12.464
2018-03-01,2018,2008-2025,transportation,biomass,119.34
2018-04-01,2018,2008-2025,residential,biomass,43.268
2018-04-01,2018,2008-2025,industrial,biomass,198.76
2018-04-01,2018,2008-2025,electric power,biomass,38.598
2018-04-01,2018,2008-2025,transportation,biomass,114.153
2018-04-01,2018,2008-2025,commercial,biomass,11.882
2018-05-01,2018,2008-2025,transportation,biomass,133.017
2018-05-01,2018,2008-2025,industrial,biomass,208.099
2018-05-01,2018,2008-2025,electric power,biomass,40.166
2018-05-01,2018,2008-2025,residential,biomass,44.711
2018-05-01,2018,2008-2025,commercial,biomass,12.514
2018-06-01,2018,2008-2025,electric power,biomass,41.86
2018-06-01,2018,2008-2025,transportation,biomass,123.427
2018-06-01,2018,2008-2025,industrial,biomass,202.582
2018-06-01,2018,2008-2025,residential,biomass,43.268
2018-06-01,2018,2008-2025,commercial,biomass,12.182
2018-07-01,2018,2008-2025,industrial,biomass,212.682
2018-07-01,2018,2008-2025,electric power,biomass,43.581
2018-07-01,2018,2008-2025,residential,biomass,44.711
2018-07-01,2018,2008-2025,commercial,biomass,12.487
2018-07-01,2018,2008-2025,transportation,biomass,126.06
2018-08-01,2018,2008-2025,residential,biomass,44.711
2018-08-01,2018,2008-2025,electric power,biomass,42.773
2018-08-01,2018,2008-2025,industrial,biomass,212.903
2018-08-01,2018,2008-2025,commercial,biomass,12.676
2018-08-01,2018,2008-2025,transportation,biomass,132.263
2018-09-01,2018,2008-2025,industrial,biomass,197.146
2018-09-01,2018,2008-2025,transportation,biomass,118.168
2018-09-01,2018,2008-2025,commercial,biomass,11.621
2018-09-01,2018,2008-2025,residential,biomass,43.268
2018-09-01,2018,2008-2025,electric power,biomass,37.466
2018-10-01,2018,2008-2025,commercial,biomass,12.246
2018-10-01,2018,2008-2025,residential,biomass,44.711
2018-10-01,2018,2008-2025,transportation,biomass,127.155
2018-10-01,2018,2008-2025,industrial,biomass,206.907
2018-10-01,2018,2008-2025,electric power,biomass,39.208
2018-11-01,2018,2008-2025,commercial,biomass,11.99
2018-11-01,2018,2008-2025,electric power,biomass,39.759
2018-11-01,2018,2008-2025,residential,biomass,43.268
2018-11-01,2018,2008-2025,transportation,biomass,121.909
2018-11-01,2018,2008-2025,industrial,biomass,204.006
2018-12-01,2018,2008-2025,electric power,biomass,41.082
2018-12-01,2018,2008-2025,residential,biomass,44.711
2018-12-01,2018,2008-2025,commercial,biomass,12.566
2018-12-01,2018,2008-2025,transportation,biomass,123.4
2018-12-01,2018,2008-2025,industrial,biomass,213.548
2019-01-01,2019,2008-2025,transportation,biomass,111.89
2019-01-01,2019,2008-2025,residential,biomass,46.494
2019-01-01,2019,2008-2025,commercial,biomass,12.147
2019-01-01,2019,2008-2025,electric power,biomass,41.188
2019-01-01,2019,2008-2025,industrial,biomass,209.137
2019-02-01,2019,2008-2025,transportation,biomass,113.326
2019-02-01,2019,2008-2025,electric power,biomass,35.548
2019-02-01,2019,2008-2025,residential,biomass,41.994
2019-02-01,2019,2008-2025,industrial,biomass,189.438
2019-02-01,2019,2008-2025,commercial,biomass,11.067
2019-03-01,2019,2008-2025,industrial,biomass,203.74
2019-03-01,2019,2008-2025,residential,biomass,46.494
2019-03-01,2019,2008-2025,commercial,biomass,11.926
2019-03-01,2019,2008-2025,transportation,biomass,123.088
2019-03-01,2019,2008-2025,electric power,biomass,37.354
2019-04-01,2019,2008-2025,commercial,biomass,11.113
2019-04-01,2019,2008-2025,residential,biomass,44.994
2019-04-01,2019,2008-2025,transportation,biomass,121.526
2019-04-01,2019,2008-2025,electric power,biomass,33.61
2019-04-01,2019,2008-2025,industrial,biomass,195.684
2019-05-01,2019,2008-2025,industrial,biomass,202.533
2019-05-01,2019,2008-2025,electric power,biomass,36.63
2019-05-01,2019,2008-2025,transportation,biomass,134.388
2019-05-01,2019,2008-2025,residential,biomass,46.494
2019-05-01,2019,2008-2025,commercial,biomass,11.434
2019-06-01,2019,2008-2025,commercial,biomass,11.539
2019-06-01,2019,2008-2025,electric power,biomass,36.694
2019-06-01,2019,2008-2025,industrial,biomass,199.477
2019-06-01,2019,2008-2025,residential,biomass,44.994
2019-06-01,2019,2008-2025,transportation,biomass,127.955
2019-07-01,2019,2008-2025,industrial,biomass,206.584
2019-07-01,2019,2008-2025,electric power,biomass,39.766
2019-07-01,2019,2008-2025,transportation,biomass,131.399
2019-07-01,2019,2008-2025,commercial,biomass,11.768
2019-07-01,2019,2008-2025,residential,biomass,46.494
2019-08-01,2019,2008-2025,commercial,biomass,11.864
2019-08-01,2019,2008-2025,industrial,biomass,205.759
2019-08-01,2019,2008-2025,electric power,biomass,40.478
2019-08-01,2019,2008-2025,transportation,biomass,128.624
2019-08-01,2019,2008-2025,residential,biomass,46.494
2019-09-01,2019,2008-2025,residential,biomass,44.994
2019-09-01,2019,2008-2025,commercial,biomass,11.371
2019-09-01,2019,2008-2025,transportation,biomass,120.377
2019-09-01,2019,2008-2025,electric power,biomass,36.515
2019-09-01,2019,2008-2025,industrial,biomass,191.643
2019-10-01,2019,2008-2025,electric power,biomass,35.202
2019-10-01,2019,2008-2025,commercial,biomass,11.734
2019-10-01,2019,2008-2025,industrial,biomass,200.782
2019-10-01,2019,2008-2025,residential,biomass,46.494
2019-10-01,2019,2008-2025,transportation,biomass,129.283
2019-11-01,2019,2008-2025,transportation,biomass,124.999
2019-11-01,2019,2008-2025,residential,biomass,44.994
2019-11-01,2019,2008-2025,electric power,biomass,36.079
2019-11-01,2019,2008-2025,industrial,biomass,201.216
2019-11-01,2019,2008-2025,commercial,biomass,11.44
2019-12-01,2019,2008-2025,transportation,biomass,129.748
2019-12-01,2019,2008-2025,commercial,biomass,11.802
2019-12-01,2019,2008-2025,electric power,biomass,39.075
2019-12-01,2019,2008-2025,residential,biomass,46.494
2019-12-01,2019,2008-2025,industrial,biomass,210.498
2020-01-01,2020,2008-2025,industrial,biomass,210.186
2020-01-01,2020,2008-2025,residential,biomass,29.229
2020-01-01,2020,2008-2025,commercial,biomass,12.135
2020-01-01,2020,2008-2025,electric power,biomass,39.29
2020-01-01,2020,2008-2025,transportation,biomass,119.732
2020-02-01,2020,2008-2025,residential,biomass,27.343
2020-02-01,2020,2008-2025,commercial,biomass,11.252
2020-02-01,2020,2008-2025,industrial,biomass,195.62
2020-02-01,2020,2008-2025,transportation,biomass,114.701
2020-02-01,2020,2008-2025,electric power,biomass,36.528
2020-03-01,2020,2008-2025,commercial,biomass,11.541
2020-03-01,2020,2008-2025,industrial,biomass,198.288
2020-03-01,2020,2008-2025,electric power,biomass,37.464
2020-03-01,2020,2008-2025,transportation,biomass,103.292
2020-03-01,2020,2008-2025,residential,biomass,29.229
2020-04-01,2020,2008-2025,industrial,biomass,163.643
2020-04-01,2020,2008-2025,residential,biomass,28.286
2020-04-01,2020,2008-2025,commercial,biomass,10.379
2020-04-01,2020,2008-2025,transportation,biomass,81.2
2020-04-01,2020,2008-2025,electric power,biomass,32.788
2020-05-01,2020,2008-2025,electric power,biomass,34.455
2020-05-01,2020,2008-2025,transportation,biomass,104.737
2020-05-01,2020,2008-2025,commercial,biomass,11.416
2020-05-01,2020,2008-2025,industrial,biomass,175.853
2020-05-01,2020,2008-2025,residential,biomass,29.229
2020-06-01,2020,2008-2025,industrial,biomass,179.697
2020-06-01,2020,2008-2025,commercial,biomass,11.467
2020-06-01,2020,2008-2025,electric power,biomass,32.951
2020-06-01,2020,2008-2025,transportation,biomass,121.375
2020-06-01,2020,2008-2025,residential,biomass,28.286
2020-07-01,2020,2008-2025,transportation,biomass,120.843
2020-07-01,2020,2008-2025,commercial,biomass,11.753
2020-07-01,2020,2008-2025,industrial,biomass,188.109
2020-07-01,2020,2008-2025,electric power,biomass,36.34
2020-07-01,2020,2008-2025,residential,biomass,29.229
2020-08-01,2020,2008-2025,transportation,biomass,118.61
2020-08-01,2020,2008-2025,residential,biomass,29.229
2020-08-01,2020,2008-2025,industrial,biomass,188.646
2020-08-01,2020,2008-2025,commercial,biomass,11.719
2020-08-01,2020,2008-2025,electric power,biomass,38.139
2020-09-01,2020,2008-2025,commercial,biomass,11.196
2020-09-01,2020,2008-2025,electric power,biomass,33.992
2020-09-01,2020,2008-2025,industrial,biomass,182.847
2020-09-01,2020,2008-2025,transportation,biomass,119.266
2020-09-01,2020,2008-2025,residential,biomass,28.286
2020-10-01,2020,2008-2025,commercial,biomass,11.359
2020-10-01,2020,2008-2025,residential,biomass,29.229
2020-10-01,2020,2008-2025,industrial,biomass,193.409
2020-10-01,2020,2008-2025,electric power,biomass,33.568
2020-10-01,2020,2008-2025,transportation,biomass,111.423
2020-11-01,2020,2008-2025,transportation,biomass,116.75
2020-11-01,2020,2008-2025,residential,biomass,28.286
2020-11-01,2020,2008-2025,electric power,biomass,34.629
2020-11-01,2020,2008-2025,commercial,biomass,11.19
2020-11-01,2020,2008-2025,industrial,biomass,193.414
2020-12-01,2020,2008-2025,electric power,biomass,37.427
2020-12-01,2020,2008-2025,industrial,biomass,200.281
2020-12-01,2020,2008-2025,residential,biomass,29.229
2020-12-01,2020,2008-2025,commercial,biomass,11.505
2020-12-01,2020,2008-2025,transportation,biomass,123.517
2021-01-01,2021,2008-2025,electric power,biomass,38.269
2021-01-01,2021,2008-2025,commercial,biomass,11.436
2021-01-01,2021,2008-2025,transportation,biomass,101.911
2021-01-01,2021,2008-2025,industrial,biomass,196.965
2021-01-01,2021,2008-2025,residential,biomass,30.303
2021-02-01,2021,2008-2025,electric power,biomass,35.197
2021-02-01,2021,2008-2025,industrial,biomass,168.317
2021-02-01,2021,2008-2025,transportation,biomass,100.85
2021-02-01,2021,2008-2025,commercial,biomass,10.344
2021-02-01,2021,2008-2025,residential,biomass,27.371
2021-03-01,2021,2008-2025,residential,biomass,30.303
2021-03-01,2021,2008-2025,industrial,biomass,195.42
2021-03-01,2021,2008-2025,transportation,biomass,125.379
2021-03-01,2021,2008-2025,electric power,biomass,36.709
2021-03-01,2021,2008-2025,commercial,biomass,11.66
2021-04-01,2021,2008-2025,transportation,biomass,120.216
2021-04-01,2021,2008-2025,electric power,biomass,32.344
2021-04-01,2021,2008-2025,commercial,biomass,11.18
2021-04-01,2021,2008-2025,industrial,biomass,190.513
2021-04-01,2021,2008-2025,residential,biomass,29.326
2021-05-01,2021,2008-2025,residential,biomass,30.303
2021-05-01,2021,2008-2025,industrial,biomass,200.955
2021-05-01,2021,2008-2025,transportation,biomass,133.593
2021-05-01,2021,2008-2025,commercial,biomass,11.527
2021-05-01,2021,2008-2025,electric power,biomass,34.34
2021-06-01,2021,2008-2025,transportation,biomass,128.455
2021-06-01,2021,2008-2025,commercial,biomass,11.566
2021-06-01,2021,2008-2025,residential,biomass,29.326
2021-06-01,2021,2008-2025,electric power,biomass,35.509
2021-06-01,2021,2008-2025,industrial,biomass,193.657
2021-07-01,2021,2008-2025,electric power,biomass,38.281
2021-07-01,2021,2008-2025,residential,biomass,30.303
2021-07-01,2021,2008-2025,transportation,biomass,130.6
2021-07-01,2021,2008-2025,commercial,biomass,12.167
2021-07-01,2021,2008-2025,industrial,biomass,201.72
2021-08-01,2021,2008-2025,industrial,biomass,195.198
2021-08-01,2021,2008-2025,transportation,biomass,131.606
2021-08-01,2021,2008-2025,residential,biomass,30.303
2021-08-01,2021,2008-2025,electric power,biomass,37.744
2021-08-01,2021,2008-2025,commercial,biomass,12.069
2021-09-01,2021,2008-2025,residential,biomass,29.326
2021-09-01,2021,2008-2025,commercial,biomass,11.608
2021-09-01,2021,2008-2025,industrial,biomass,188.67
2021-09-01,2021,2008-2025,transportation,biomass,120.426
2021-09-01,2021,2008-2025,electric power,biomass,34.873
2021-10-01,2021,2008-2025,residential,biomass,30.303
2021-10-01,2021,2008-2025,commercial,biomass,11.664
2021-10-01,2021,2008-2025,electric power,biomass,32.518
2021-10-01,2021,2008-2025,industrial,biomass,200.34
2021-10-01,2021,2008-2025,transportation,biomass,138.567
2021-11-01,2021,2008-2025,commercial,biomass,11.451
2021-11-01,2021,2008-2025,residential,biomass,29.326
2021-11-01,2021,2008-2025,transportation,biomass,131.962
2021-11-01,2021,2008-2025,industrial,biomass,197.109
2021-11-01,2021,2008-2025,electric power,biomass,33.575
2021-12-01,2021,2008-2025,residential,biomass,30.303
2021-12-01,2021,2008-2025,electric power,biomass,36.852
2021-12-01,2021,2008-2025,transportation,biomass,132.41
2021-12-01,2021,2008-2025,industrial,biomass,206.768
2021-12-01,2021,2008-2025,commercial,biomass,11.894
2022-01-01,2022,2008-2025,electric power,biomass,33.706
2022-01-01,2022,2008-2025,industrial,biomass,209.661
2022-01-01,2022,2008-2025,transportation,biomass,117.751
2022-01-01,2022,2008-2025,residential,biomass,38.177
